title,job_url,company,location,posted_date,salary
Data Analyst,https://indeed.com/rc/clk?jk=6200805209f0ecd9&mtk=1gj86k0p0i43d800&from=serp,NYC Careers,"Manhattan, NY+10 locations", 2 days ago,
Technical Analyst,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0CUFzpc1qiBuqU5ULFMxM6H5aAbjztgiODpUUW08d3U9T08EU_yiIMlkIqRtYdwWgJJjwabt4G7r4yRb33V7Eq6FFJbPO8tAqXHHFY_VFyCzFE_QDWUtwYVQ8S6UJzhzduxetjaVSBwH270-HqR48eyvXsCrPGTP08VOXD7G73uuj-CSByjJ6ooulAQ1diRqUxwo7FW_nQfLQ_TuDDSI8NlQm_uGXtt5a2TQHj2PGt3IIQIzYzZxXqyq3GXzXMEirRxvFyd0OI4Vxwe0e9l4ISGmp40SclIDzpcffcSLeVqHTgT5LynGvmEMFzMcelLECsUQ_yEQzxhodLBiCEr3QyBrAUW86csLp5sDiIcZkDaJL3EGH2YoNPnyKCTWbiv2HMgt2uoI-y96lsWQLyXwDb6yUtARquiIt_n68CxWZD4HrQhP5vNgPJbIWP90xa1eE0MUgcJqPcy3yNEuuaOMfRfKM4dnz-JdkEjNnTkfeMocG_YXJQ_QQ5a9ygjT3Za29nnmj76fZloh1aBrtfHFrtTxwtEx2P1jtX76ekHoaethYG-9URu6K78%26xkcb%3DSoAC-_M3WoFfxQ2njp0ObzkdCdPP%26p%3D12%26atk%3D1gj86k0pdi43d800%26prevUrl%3Dhttps%253A%252F%252Fwww.indeed.com%252Fm%252Fjobs%253Fq%253DData%252BAnalyst%2526start%253D0%2526l%253DNew%252BYork%252BNY%26prforceGroups%3D%26from%3Dserp&mclk=jk%3Dd36d39aa32fb7afa%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DData+Analyst%26mobtk%3D1gj86k0p0i43d800%26atk%3D1gj86k0pdi43d800%26spon%3D1%26where%3DNew+York+NY%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,VestraCare,"Valley Stream, NY 11580", 9 days ago,
Data Analyst Virtual Hiring Event,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0Btxs39KmTzjw_u_hUXcyTcLpNeUj18C2Nw5A7DCW0FWNZuScfYJz7TviG1Nh_fGroob3prOIcegCYAXYLFgldQhCfsaHxLU0mY0sZotVOICs8PL9KzUAGopin4F_ThWq9_IdMiNimHfm8Moe1oSqsLU5GmKtRIVKi3J5d_LDue7nHb1qfsXelpmBSQ8Ky9yKi1x10qjdMSFxhhcCWuWC0MHnWMDQvxYM-lpFNFrL2JPVwnIVkAMoWkSqgl77ZDE1fypp-PGJHEf69duVVdI___Xwzg91yiiQGZ3H_nWIdyqbwPyFbQWZZzLSpV8m2hd349GGeh7HJgmbvH2rO-njyznBkwSbYZEtR7XgbxioE2dfQrTgwdJK1HwHjYOLU3PFHO1yzsboE80QRNPJt0rGkiwrYdx2OCEuMcleCEw18RyiNMQz1qb1bkTIU_5b-KeK2nNrZRA0Ibe6LFGTfM1SzMMSZcwqgAebZWqgXaj6OxrhXnbJAhKx9wKLShsKBtd-UUoYoV-7yJEQy_OvZLYlTNLjTN_Nqw1oppeBvAk1EZ2cFVcEB7xF-ahn-msJoPUdvcuGeHnDb4S5M7mXmJgGLU2XJQlxPU7yJGsmG78BNDZ9gBKrqSP73cDrGsptpqhgaE8UD_989XMNrd51RVNmNbTU6f7xrJIJHX-EvXEK6LzcWqxSm_BnejeWcHQTorvI97W9x5FOMDnoNrh1GXW4wYHq0mEZmh_GDMkYu_zBYtfdKm78HKX8L1hu8zAdb38clHCWnH-KrloPvdRNWzSSxBGO37b-9VNOI%3D%26xkcb%3DSoAr-_M3WoFfxQ2njp0MbzkdCdPP%26p%3D13%26atk%3D1gj86k0pdi43d800%26prforceGroups%3D%26from%3Dserp&mclk=jk%3D899f0f5056fb4a9a%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DData+Analyst%26mobtk%3D1gj86k0p0i43d800%26atk%3D1gj86k0pdi43d800%26spon%3D1%26where%3DNew+York+NY%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,Center for Family Services,"Queens, NY", 3 days ago,
Digital Product Data Analyst Associate,https://indeed.com/rc/clk?jk=ebd9266d74bd77f7&mtk=1gj86k0p0i43d800&from=serp,"JPMorgan Chase Bank, N.A.","New York, NY", 6 days ago,
Data Analyst - Investment Adviser,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0BR3ykMnr3Vw97HK5IC0i9Uo32NXohanwqRY-CI8z69bj_uxQ_6yc1JTvRvHNPil3kjpWH0CQxPcFyF1CaBfwFrTLV6alBplTJNoeF6g06r0L6ZL13-_tfCS7MoTcs1ZpdUGGhjwsKtCOubSyEbPZt8M-oOybVDnIs7DOz6qI-oRdL7OZ45oDc5VR1u4WIDh-R2v3_6eQCSvRzq8aV1rektwedkEHn1dp5CYqMCj1AZIQCfsq-9MjyIXbuXG7njJQKqJ9DBHLm7oNoGSJg8vnPw8vwQQBOGZpEu8iQT-0IYK5fAtbAp_fX-lZBpDQcJbiG7ImDVhrNt1nthqnCqmPIpgdde1llftwACINHepA0A0FvWj4e9-5zvBQlKYWvxohzjTqf0M2PHIXyPpk6Wam9PqLyLKK4xeafmyv2So0-uGAQ5t1VnNnMH8Y2aoj7SCltj0va1ucVXZzgqSpjHqFQ8-cA7hms9gu5teQN99XqFtYiT1cO52VdALFhvAI9DHc2_OSCIMQFHIK9KH9t8TCzH-4XEHmcUMaMc4VNoZEc3JZGbQ_kDFob3wEnalSurHR3OhBAE2J45rLrrdMKBcwp5icbrvjQ-fWVSKLSZojAyj2xghQZHF_x5-M7cwNKHEVgKN1VgAsAmsMOLfKVHf_E3E2UggVR38u_uHcsC9VwjYZXRokNjbsZS8X9AaErqaKJkqnaiKLuG8YOkKVe1r7t1VwpXBadzdjTCbhHNbbcdfhcQmI2_jvJ3-ReStJ2v0y5-9JxPXsp0FLkib5sxdCQGvPxTMcz68Yn1dsxIw2V41AYo_nF6f0SCYz3jfEQX_ZxDMlXyFo1tAtK_FqBMMPtaObYrjiPqEGcd04ykC5XXNbh-1F934f32vwU0C1Mr3BMcGNugED_xtxSd5C2xuLT-1_RzJidzmFjLzfXfEoytEuPBPuuPSfoUVFiEp5R7p9GcJAxPVhqDo272nbvV1TjhyISuKIfe9JYLkOWluIaYwcZ_v_o_8YBhZ71yZiGMm_RlO_NToIVFyKTs4-xsN2zNhaISsj4yuoGzPoqUB4CgHJ1z1LM_1tVmP5jP0S7lzp0TAkd1TemuIlTJ9FBt5oov0jd99ZtNf2jt0s9uTqWZGhNHOGrT9LLVnH0eKzc3uS0MHpL3B6kbSb9S7oMIvZWjAvllBLU5aAoyVzX3TfNS_S6NiY7j77fgOL03L3Deqkyqa5aU-4T4Zw%3D%3D%26xkcb%3DSoDR-_M3WoFfxQ2njp0HbzkdCdPP%26p%3D15%26atk%3D1gj86k0pdi43d800%26prforceGroups%3D%26from%3Dserp&mclk=jk%3Dcb07fcc8a764b066%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DData+Analyst%26mobtk%3D1gj86k0p0i43d800%26atk%3D1gj86k0pdi43d800%26spon%3D1%26where%3DNew+York+NY%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,Michael Page,"Hybrid remote in New York, NY 10174", 26 days ago,
Business Intelligence Analyst,https://indeed.com/rc/clk?jk=0177c5ad4ccc32e0&mtk=1gj86k0p0i43d800&from=serp,Morgan Stanley,"New York, NY 10036", 2 days ago,
"Analyst, Data and Insights, Homepage",https://indeed.com/rc/clk?jk=ad078214e846f4f8&mtk=1gj86k0p0i43d800&from=serp,The New York Times,"New York, NY", 2 days ago,
"Analyst, Enterprise Analytics",https://indeed.com/rc/clk?jk=59fca310fecf4686&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DData%2BAnalyst%26start%3D0%26l%3DNew%2BYork%2BNY&mtk=1gj86k0p0i43d800&from=serp,"DoorDash, Inc.","New York, NY", 30+ days ago,
Remote Training and Placement in Jr Business Analyst precision technologies,https://indeed.com/rc/clk?jk=286f10d6480209ee&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DData%2BAnalyst%26start%3D0%26l%3DNew%2BYork%2BNY&mtk=1gj86k0p0i43d800&from=serp,Precision Technologies Corp,"Remote in New York, NY 10001", 3 days ago,
Data Administration Analyst,https://indeed.com/rc/clk?jk=3e22ba02344c47e2&mtk=1gj86k0p0i43d800&from=serp,NJ Transit,"Newark, NJ",Just posted,
Part-time Data Analyst I (ONSITE) - Addiction Institute of Mount Sinai,https://indeed.com/rc/clk?jk=20d7f291f9b8a081&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DData%2BAnalyst%26start%3D0%26l%3DNew%2BYork%2BNY&mtk=1gj86k0p0i43d800&from=serp,Mount Sinai Health System,"New York, NY 10029+6 locations", 3 days ago,
Associate Data Analyst,https://indeed.com/rc/clk?jk=d29a872c96366e0b&mtk=1gj86k0p0i43d800&from=serp,Scholastic,"New York, NY+1 location", 30+ days ago,
"CCB Data & Analytics - Data Consumption & Product Operations Team - Data Scientist Analyst Expert - New York, Jersey City, and/or Wilmington",https://indeed.com/rc/clk?jk=e50eb24938538667&mtk=1gj86k0p0i43d800&from=serp,"JPMorgan Chase Bank, N.A.","New York, NY+1 location", 10 days ago,
Data Analyst,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0BhNN3PPgKPbTMZB0Y0J5JTZS3FnMM-ugqbblX4_m-srDJielPNCs_lvQXXEB0CV7OLe63N4KvXy_HgVoauX6cuMHTR01VhdLSZ04hFmzuVkz3nxIH-wUgqOpcKo8eBCchyqF175cBANPQolPljNQkyp6IzB_yeH0KayGMWXGHAsa1NnTY6W99jbVZX3yyzjXzRPSvIqWzvyOTcJMnAMHILSmEdoKbpfX1OLXn1PqwQCB9Yriwm5Gafg_fymrIEFuQNWbJOvaADZSbWZmezRqSX1JeUm23U0H22O58FJc9YE0QzuwIhZ85TE4eVIOb5J8sTDKseUMg7D6anaKzsIA1WxEiE-TSKvEDszAZj10jEdN55SPRBQ7ofEvX3rs2GktnKUvvkSKHRDsZDCDr276fSS8tOFBs8kKPw-1GVcicaaOCvNbpPqLJmiqQ_W-JhjAgSyK8IfWG2jekoPt3NN2i4EvqWv_nr07VCJzg99kBSiFwJ_pLKSsydylY-34mEfXxvbF_b6lEB6Ql0RP4q20d80ttDnswNYhQ%3D%26xkcb%3DSoBq-_M3WoFfxT2njp0CbzkdCdPP%26p%3D24%26atk%3D1gj86k0pdi43d800%26prevUrl%3Dhttps%253A%252F%252Fwww.indeed.com%252Fm%252Fjobs%253Fq%253DData%252BAnalyst%2526start%253D0%2526l%253DNew%252BYork%252BNY%26prforceGroups%3D%26from%3Dserp&mclk=jk%3D41c6243c1a0f39e3%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DData+Analyst%26mobtk%3D1gj86k0p0i43d800%26atk%3D1gj86k0pdi43d800%26spon%3D1%26where%3DNew+York+NY%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,Brooksource,"Temporarily Remote in New York, NY", 30+ days ago,
Junior Data Scientist,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0AraZfUMCdnJNjJsWHy6D3Ra_0D6GRfEkfGXZiKyoRK-WBizAR3OwS5U2j_tXUnWeSa0N-gdIPpkLJ6lDgd7mmcDLxVVpHAU1XP5mtgVdEc0aPO-5NgZsCa0NCBaqlLluJWVURF9YPoTT8HhjibNmRMwA4vQKbikWJ1ZNdLEU4qLK9ItuNowSk3_rENDOBy0tWhd_vLUqXMuYPpgz3-ezmJYfhVTYVsnqQg4IZ92tOghj3N6RmHFDsQqodlivCkzqa_D_ey2Wm8SqZAjIDB2dz8zrKb-oFfQ7CJVVcbRTih_MT0cUn9a2-L8svWgcIJQoGrnk54VoT4PgjCxBRAvZHPdpE1LdX3otM4nVq5bYMTCo4ang84h81SHpzkw1NBUHbheuNBevRAvrXFslYjmhs_CNeuI4_O5TyDq02b4ZhFVKHM75CvUASea3xXx37tET1VZsXO-CbwekeJr42nVbXdk8eUnp9y-wy0DekTc6tEwz3wZjHoRx_7A06W-h2EzBZVsJgzjebmOHlZDz1hBpBAIDj3NSfyWG8fkmEtCb9mtA%3D%3D%26xkcb%3DSoB4-_M3WoFfh2XI1B0LbzkdCdPP%26p%3D0%26atk%3D1gj86k1k1is9d800%26prevUrl%3Dhttps%253A%252F%252Fwww.indeed.com%252Fm%252Fjobs%253Fq%253DData%252BScientist%2526start%253D0%2526l%253DNew%252BYork%252BNY%26prforceGroups%3D%26from%3Dserp&mclk=jk%3D00ce631f8716761b%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DData+Scientist%26mobtk%3D1gj86k1jmis9d800%26atk%3D1gj86k1k1is9d800%26spon%3D1%26where%3DNew+York+NY%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,Enhance IT,"New York, NY", 3 days ago,
Sr Data Scientist - Marketing Science,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0DAFTyt7pbDCC2JPO79CSdi1dIb81yjczP5qsKcZIxgiYm3-7g-689UM0rgypL64cp65W3jBsUEdHqFJ4UeDY6QFpdhSA65xJx1KW1cIsQpwJT6wjkC_OE58pk6TyYGBtcZ3Yy6cVbDP06F8gDHeFE7auXiZ-fbwQS9yA1lLjCJ2wF-4hcZV2lg6SZdGxj30or8POU4tIS4dK2NgXg-UQF3n8sIhrBmv8bekbr511NXVLe9E_erG3IkPbbRzImIRfvt4qOwmDwHGdbyLu6qvPkTJ_7Om57-3sIp7o8Sn8rPExkKqA6ZuOYQwnokbh6Ch2azCmbGsus9-SUKmFJOxa0j6y9zRZEY3U_bUWLTkhzB6jjx2HNxJEQf0Mry8nhBZmtrUOw0oAPSEP3bZSEaZ-wEfjcT_Jc0oRTCcjHvttzXRrtPQP6gwPa3xnyJSEgQeyL6FMLCBJtyJSXfcCaN_vgTmcjqTDqAuTY%3D%26xkcb%3DSoDM-_M3WoFfh2XI1B0KbzkdCdPP%26p%3D1%26atk%3D1gj86k1k1is9d800%26prforceGroups%3D%26from%3Dserp&mclk=jk%3D789d17d5fe925718%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DData+Scientist%26mobtk%3D1gj86k1jmis9d800%26atk%3D1gj86k1k1is9d800%26spon%3D1%26where%3DNew+York+NY%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,Disney Media & Entertainment Distribution,"New York, NY 10012", 3 days ago,
Sr. Energy Storage Machine Learning Engineer - REMOTE,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0CvMaUHZMjg8owIeBCM-5-Q-T2E6F3-7wx7dHX3woqxOyi4YYDEENiosC4oAJgxtAscVqr929smitN_-9w4deNbwJHhtOlnQ8OTzQmB8D23G6-OJnsBxtfx6mVSJDMMWfS-AwOxg5icBngQRTZiIlBeOOynqzImLj-qLMQX_XIOVXttvKXFhCjZNAsjG2DK1KTN9EBbvT3vLVx7GqfkOiSs9QHQs9DiDAJywu-_628kqEsftpptR3fbzXGthLprqRD1BX-lh0ZK-eAo21v70Zxy0TyXmQ9rSAoHG5PzIVV6SX-8i21UDyffHJ60p5lbgBeDdqO08LbWB8lxWi54KsbDOON2b667qxuNH8En9-0WE_Vl9KwBUyOGqMLizkmvwp6ZoGOtBATc1W4ePpIO37g52sUcb_C4eaTQ4OT5jN7Kv2qh7GuOp2xh-dqjZiFLvuvfDJp1pcrXxhvgmgFvIL_n4WoUSc1vL1scvAIx0wVryodxBLY27n7UkAliB7dfu9vURUYtdwtXEFwwYAKiWXPDOcfOqmPwXKnLlT3TfuxQqV26t50ost9hIfzlekZnkX6DZmK7kGbD-MM6JhHqQ_1v%26xkcb%3DSoBR-_M3WoFfh2XI1B0JbzkdCdPP%26p%3D2%26atk%3D1gj86k1k1is9d800%26prevUrl%3Dhttps%253A%252F%252Fwww.indeed.com%252Fm%252Fjobs%253Fq%253DData%252BScientist%2526start%253D0%2526l%253DNew%252BYork%252BNY%26prforceGroups%3D%26from%3Dserp&mclk=jk%3D0d0018e379992b00%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DData+Scientist%26mobtk%3D1gj86k1jmis9d800%26atk%3D1gj86k1k1is9d800%26spon%3D1%26where%3DNew+York+NY%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,TBC Power & Renewables,"Remote in New York, NY", 23 days ago,Estimated $130K - $164K a year
Sustainability Data Analyst,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0CScSxRBn_n5hzPBw7DFYVJJAQwrBP-UaBS3EDdzxnGq485C7gMq-e1CxDnb82JFPcKas-HokSI1R0LljRI5PT0hSxBIhPzMKT8QjT5RJVMZX4h5ZykDBnBRz32ZOqad_lvI-Vs-JHV9iIfJWgxswsyVLPZ47hnks51a90-o6HlvgpZG9XuUYqWjgnw8cSDihZ3ql1ajMEBKU1xTIV0mCbQCDtfsbSiZQXtuT7QddJvDPlKlEqRpWAZtG6FvAPm_hs64ZtwPT2MZeb2mKZvijNTmKbOBtt36MqHNWv7A_KlqZkq0xmQJEoF5iB9m3JXYquYCq1ZyP0oLeFCedF8rIw3Vr-RD47FqmdJVgPCHjzbYExsKbQIgYn6G-Y-vTtw7uIzevREg463bLtI1dVu0265vgjqHN1rTLlIz1BK4qtsTOyeaUNkl2zwxTdSG3GqkVTdnbUlGyPfy3c8-HDGzP9l39ME5APmoUKnaFoL8sw65d1Qa8O2lyl75GhhJ3EvSgjV08lKYCu8KPibHIWXT7Ud2Zf6fiyEWyKHv5-rfwRzw6UHVFx4ULmN4dOKkC9Ec4edMNSqMvUZtpbZHu2sMm35Q4RUcMVkxZnxbtm057aH0p9SLkeUsOFevhYFmyBUg-vutzmSqjSbfoSSOoZlGr6vrmakPj2L139mpWgd8YuUrxD0hAEDyvjwb4jULpjC7scZkbfwvedqmM7d4I2PyUqJ%26xkcb%3DSoDl-_M3WoFfh2XI1B0IbzkdCdPP%26p%3D3%26atk%3D1gj86k1k1is9d800%26prforceGroups%3D%26from%3Dserp&mclk=jk%3D9bd2e03ab5f5ff5b%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DData+Scientist%26mobtk%3D1gj86k1jmis9d800%26atk%3D1gj86k1k1is9d800%26spon%3D1%26where%3DNew+York+NY%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,Colgate-Palmolive,"New York, NY 10022", 30+ days ago,
Data Scientist,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0AsH3E7n5ny7Bi-dP3F5AKWLEV5I-6R1KnenKG6VJTQLziLDwHlgzFTB4XmwZNSNDDJhmzAaSm4tgOb9Ts1mCxzqzEbMIVmgl1WRBb3oi6V1oPW2C_Dk2lo63xQE6hwb50QHZocm4w-wWcKQgvT0SMloyxxx6_rWqlhQThJAoqkepgAzfi_RdM6SFEvIlQeTwB2s0HBHilgzBU_rMb_gsYsg4-4P8fhU3lv4F-e-_5l1jfLM7WaDWOIzpcZUpewZUrCb83ohUpssUuGAlkeIucE8J1XSCwfxzE6tUmCs_f6UF51EK_10we6gaJx5bP6WWVDgsTVLPSGElOHY1dYrdja-NKJZ2GmMQnrUDmUm2q9E-Ji7jSmhpIPSvW8hHurQYuvAAp0iE8txKRHlSlmgNtk6OMb6CmObXkYwlrNnWogvBirupyyp0m1Kfd2WqvFTSoHz0SA9tVYnjlCVcTDF-r0MI1cgFesvbo%3D%26xkcb%3DSoA9-_M3WoFfh23I1B0LbzkdCdPP%26p%3D4%26atk%3D1gj86k1k1is9d800%26prforceGroups%3D%26from%3Dserp&mclk=jk%3D9d5290b10bb8b7cb%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DData+Scientist%26mobtk%3D1gj86k1jmis9d800%26atk%3D1gj86k1k1is9d800%26spon%3D1%26where%3DNew+York+NY%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,VNS Health,"Manhattan, NY", 3 days ago,Estimated $91.6K - $116K a year
Data Scientist - NLP,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0CT8vBT9H5mqECx2dfLV_FONLPDKpIRssxVwtj05Tmm4rA5I0VNOPdM1oYsK66ov5oVlVYHrNT6wXoRRp62ufFBwWddsGQ28cKZMPW-wbgatSsae8HZ9vFCcWYgrYl91-GfFV5-6Jy_9Lb1EVeQBTS8OChjfOvV1mbKQHAS-GVpTyu9cAP4eQ95sXtE7o18S7FHwEDTYw7ASh3AMllprwr3jKYYdzxtaElgL-QQr_pYd7i1ymKHC-fcxKA5-AH_PMs0oMTTVcpg0JQc3k-RPk5OSEM0zyivwKNEGjhTX4V3zUuDNxnHUsOS0558ge2O7sbaBiTs2YkXkHQXTiqxcKetFcRxrvBDQufhUZleCrEH-2y_BrVpKDtfqNE4HiI201PnCjQ-W26TzFJfWeCyZzH0jO6ivs8cEfLyW7-Z8D7Xw7aPiMlJkoA5TAaIE6w7wdh3-iH9_kJvhYZ4So8_UYm1eJ8VCNw5Dx6X8pQw-KWqNzRiNjLKWzjmvKGoKlmcdqY9TzX0i-UAY9QavMzuFY-TC0NnG4_V4uxyaLSp7A8BnrXItGUO_eNfSH7Y5kjk5v8kSSxGWnWoBBrQfv2gEMNApbEgZuwCmmb2jor_Zz-VF5z8WpQUfNRknU4oRWAbgqbvkuwQIHMadDx9s1f40i2lXBzO3b_RTwYTm5gorPb3Yfwke12x8pcPCz4zW5x_CiGooTJ3M-49-1G13Ssb_yOtJtu0mF-Y43jRI2qpmC5_fWa4bTqJrqvMFPdB6X74-tbTUXHbwKvgFXjwotdOaJR9oXXfbbsl2osbfp_YPUY6tbd5Xf_44knA4-tD2jZs38fAk2Rqd5j19fEJCvY550Gf46snCMlqcQKt5iczWfihIe7zftpvG-bCcIQBBkUqDy-uM8AdduSa1NRByfUOgxJArit1hDxB6jeIz5ShQU6Cpit6voPQqgNKY9xULi3yioUgsoRhKWDueZDHgJ8e3LZyg8KWilV9xvbH2K_ZqJY85Ng8F6AJDH9kW3cw6ct_mrPEE2Dmjc4xH6e6y3jqyBBXix-stDGivX0%3D%26xkcb%3DSoCJ-_M3WoFfh23I1B0KbzkdCdPP%26p%3D5%26atk%3D1gj86k1k1is9d800%26prevUrl%3Dhttps%253A%252F%252Fwww.indeed.com%252Fm%252Fjobs%253Fq%253DData%252BScientist%2526start%253D0%2526l%253DNew%252BYork%252BNY%26prforceGroups%3D%26from%3Dserp&mclk=jk%3D2ee99d7efe57da1f%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DData+Scientist%26mobtk%3D1gj86k1jmis9d800%26atk%3D1gj86k1k1is9d800%26spon%3D1%26where%3DNew+York+NY%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,"Ursus, Inc.","Remote in New York, NY 10001", 30+ days ago,
Senior Data Analyst,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0BTjCmmKQdhDXu6PUCZ_Ex_gjMOuR_qXcDQSHT3NdqhL1k2smWW1T6FRkeZKLb0tD7t-1AFZdlNiKf0IA1iN3YthHpB02uAFX9007d4bsdH-uEBFwkGejrmqWXsRuDEwg-OwYIOJjDNsw4mGmqBhu-N6810o1xpoKaWl_JCTU3xZdWtCRyldZ36tKPB-L_aVkaD8rHXJVWIU-hYFNmnwUEdnUqi9jJ4W626Sy5nza2P0uSRNUtL_Qo6Z88-m7JHRQgWfpcLK_LYD_NOFl29MkjGlfznUl57Shx8afHUWtwZd1SQdO9KV6-UaAK1B_bnxMTi4ArWPnJ1aSzTWVmgGiLn-wyKd39caNuW6SBkf1ILmCpPwmiC5_CFeFGCsf3YPo5hUoMhmy6CbCzMeZKjvMGhFdmR3djKSmi10OnxBTvxK0sGZRSWlRPa1Y1XpszVrXoCo2Rd4E7fbYg5bf0TdJLaGbbuZ7ffUFMuPeRadaqyW_nQN9oZ98b6L80OcYBJ2uecQAD19luKgdLPBTUbhX7k6rkiz7lDhZXQE8OzcPA8mIjj5ZsPHA5zb5uS9l-tFExfHpXy37f6KClJLdltohWTmzL2ddl7kCeWmptVhgUq4J-xriufmQc4Jst_MYe4thAwZmpkfX1tG-UM7ozSEcAzb18emMXrzEGrsN_vfvb98w%3D%3D%26xkcb%3DSoAU-_M3WoFfh23I1B0JbzkdCdPP%26p%3D6%26atk%3D1gj86k1k1is9d800%26prforceGroups%3D%26from%3Dserp&mclk=jk%3Df6da649f8acf3eee%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DData+Scientist%26mobtk%3D1gj86k1jmis9d800%26atk%3D1gj86k1k1is9d800%26spon%3D1%26where%3DNew+York+NY%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,Dow Jones,"New York, NY 10176", 15 days ago,
