title,job_url,company,location,posted_date,salary
Staff Data Scientist,https://indeed.com/rc/clk?jk=0e7dba27a59ed68c&mtk=1gj86s3imkp3t800&from=serp,WarnerMedia,"Culver City, CA", 13 days ago,
Data Scientist - Marketing,https://indeed.com/rc/clk?jk=ba6f99e6f2792075&mtk=1gj86s3imkp3t800&from=serp,Live Nation,"Remote in West Hollywood, CA 90069", 30+ days ago,
Sr. Data Scientist & Storyteller*,https://indeed.com/rc/clk?jk=d7ba75d51a062dde&mtk=1gj86s3imkp3t800&from=serp,Los Angeles Homeless Services Authority,"Los Angeles, CA 90017", 29 days ago,
Data Scientist,https://indeed.com/rc/clk?jk=cee43d57b7558851&mtk=1gj86s3imkp3t800&from=serp,AE Studio,"Remote in Los Angeles, CA", 10 days ago,Estimated $90.6K - $115K a year
"Associate Data Scientist, Product Analytics",https://indeed.com/rc/clk?jk=38231bad7b143e54&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DData%2BScientist%26start%3D0%26l%3DLos%2BAngeles%2BCA&mtk=1gj86s3imkp3t800&from=serp,Rently,"Los Angeles, CA 90035", 30+ days ago,Estimated $72.3K - $91.5K a year
Research Data Scientist - Zhang Lab - Division of Artificial Intelligence in Medicine (AIM) - Hybrid,https://indeed.com/rc/clk?jk=97f19e5acf390a75&mtk=1gj86s3imkp3t800&from=serp,CEDARS-SINAI,"Los Angeles, CA", 29 days ago,Estimated $88.1K - $112K a year
Data Scientist Supervisor,https://indeed.com/rc/clk?jk=b19ea27bb09422a4&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DData%2BScientist%26start%3D0%26l%3DLos%2BAngeles%2BCA&mtk=1gj86s3imkp3t800&from=serp,Brilliant Corners,"Hybrid remote in Los Angeles, CA 90014", 14 days ago,
"Software Engineer III, Machine Learning, AR",https://indeed.com/rc/clk?jk=40d04ddff21b436a&mtk=1gj86s3imkp3t800&from=serp,Google,"Los Angeles, CA", 30+ days ago,
"Sr. Data Scientist, SMB Data and Analytics",https://indeed.com/rc/clk?jk=6dad89f31fb05c31&mtk=1gj86s3imkp3t800&from=serp,Snapchat,"Los Angeles, CA 90291", 7 days ago,
Data Scientist,https://indeed.com/rc/clk?jk=4f3f49c587209571&mtk=1gj86s3imkp3t800&from=serp,GoodRx,"Santa Monica, CA 90401", 30+ days ago,Estimated $103K - $130K a year
Senior Statistician,https://indeed.com/rc/clk?jk=5a99b84720e3f1e8&mtk=1gj86s3imkp3t800&from=serp,UCLA Health,"Los Angeles, CA 90095", 30+ days ago,Estimated $91.3K - $116K a year
Senior Data Scientist,https://indeed.com/rc/clk?jk=d9592dccfd691541&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DData%2BScientist%26start%3D0%26l%3DLos%2BAngeles%2BCA&mtk=1gj86s3imkp3t800&from=serp,Brilliant Corners,"Hybrid remote in Los Angeles, CA 90014", 14 days ago,
Sr Data Scientist,https://indeed.com/rc/clk?jk=065a9b918e6493e4&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DData%2BScientist%26start%3D0%26l%3DLos%2BAngeles%2BCA&mtk=1gj86s3imkp3t800&from=serp,Public Storage,"Glendale, CA", 14 days ago,
INFORMATION SECURITY ANALYST V,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0ASGsWqgPKz080q_P8nZdzQXKnXm8N2nUeedNfv35fY5uiZGH4ibRsg4KKInZM80c-sS7GEySk2lQItNP-0W6bQSKCbxRMNLzRwJL_wkC2n75Y0ALSRR8et6wK-GsWrPujMFi1ZwM6eGVLSp4FxMozz5TgthJ7TLgvD61JdVbNiRw8hxjtx_V2OYwIIjrg3yhkSX8Ntvupeax3O7x0jTQmq5pceDX44FUMJHUG9LttP3yKn54m_XfdUVA0qRn1y1psrU34n5_CMlKJXZ6AW2JLWKxLhKgVZKhshO0i_kfAQwZkE4I6w8w912QA48mGPPAZ037Q2n6vFCkcQVRGT_PPq_EkIcco7z7kTNxXJG5P05V8o4B_HdY9TO6htMmkJrMC48zRGyTFpanwvM1AoGxOeGavZPik6cAvOM5RtIIUKt7NTCQug6B2Y_f8ZKLlHCoPoqN3pKOrBE5xCt3DoBkKNQ_xLdGNt_1u3a--_PkTyOHFaA547bm6ZkU36vwXfX-7VWsxaOKNGLSns-PV641ahRS7t8U2dW3snmT8cHlifRiHoyFsPGEd1uIDp-8zb3TyQ99lGrkWl0w%3D%3D%26xkcb%3DSoBI-_M3WoF_Uv2k0J0LbzkdCdPP%26p%3D0%26atk%3D1gj86s47mn7ov800%26prevUrl%3Dhttps%253A%252F%252Fwww.indeed.com%252Fm%252Fjobs%253Fq%253DInformation%252BSecurity%252BAnalyst%2526start%253D0%2526l%253DLos%252BAngeles%252BCA%26prforceGroups%3D%26from%3Dserp&mclk=jk%3D5ba5b3a61b4a5f2b%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DInformation+Security+Analyst%26mobtk%3D1gj86s47an7ov800%26atk%3D1gj86s47mn7ov800%26spon%3D1%26where%3DLos+Angeles+CA%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,Marvin Engineering,"Inglewood, CA 90302", 5 days ago,
Information Security Analyst,https://indeed.com/rc/clk?jk=515e2f7aa2f19438&mtk=1gj86s47an7ov800&from=serp,Los Angeles Community College District,"Los Angeles, CA 90017", 24 days ago,
Information Security Analyst,https://indeed.com/rc/clk?jk=bd2a71644b7d6f7c&mtk=1gj86s47an7ov800&from=serp,"City of Beverly Hills, CA","Beverly Hills, CA",Just posted,
Information Security Analyst,https://indeed.com/rc/clk?jk=fff4b0a61b6eda17&mtk=1gj86s47an7ov800&from=serp,SpaceX,"Hawthorne, CA 90250", 30+ days ago,Estimated $76.6K - $97K a year
Security Analyst,https://indeed.com/rc/clk?jk=c9c24fde6580cbcc&mtk=1gj86s47an7ov800&from=serp,Live Nation,"Remote in West Hollywood, CA 90069", 30+ days ago,
Security Analyst,https://indeed.com/rc/clk?jk=f02809a33c783a52&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DInformation%2BSecurity%2BAnalyst%26start%3D0%26l%3DLos%2BAngeles%2BCA&mtk=1gj86s47an7ov800&from=serp,The DigiTrust Group,"Remote in Los Angeles, CA", 30+ days ago,Estimated $84.6K - $107K a year
Network and Security Analyst,https://indeed.com/rc/clk?jk=a222fcf86f96ddba&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DInformation%2BSecurity%2BAnalyst%26start%3D0%26l%3DLos%2BAngeles%2BCA&mtk=1gj86s47an7ov800&from=serp,RD Solutions Pvt Ltd,"Los Angeles, CA",Hiring ongoing,Estimated $110K - $140K a year
Information Security Analyst,https://indeed.com/rc/clk?jk=0116a284f04123b8&mtk=1gj86s47an7ov800&from=serp,O'Melveny & Myers LLP,"Los Angeles, CA+1 location", 30+ days ago,Estimated $87.7K - $111K a year
Information Security Analyst,https://indeed.com/rc/clk?jk=6bb51d3035573206&mtk=1gj86s47an7ov800&from=serp,SDK Software,"Santa Monica, CA", 30 days ago,Estimated $94.4K - $120K a year
Network Analyst lll,https://indeed.com/rc/clk?jk=63dcc0d9f25cf71c&mtk=1gj86s47an7ov800&from=serp,Humanity,"Pasadena, CA 91103", 5 days ago,Estimated $82.3K - $104K a year
Operations Information Security Analyst,https://indeed.com/rc/clk?jk=351aaf57a583f554&mtk=1gj86s47an7ov800&from=serp,"Endeavor Operating Company, LLC","Beverly Hills, CA", 9 days ago,Estimated $79.2K - $100K a year
Information Security Analyst,https://indeed.com/rc/clk?jk=3544356be767bfe7&mtk=1gj86s47an7ov800&from=serp,Virgin Orbit,"Long Beach, CA 90808", 29 days ago,Estimated $84.7K - $107K a year
Security Analyst,https://indeed.com/rc/clk?jk=5320e4d80e37c7cf&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DInformation%2BSecurity%2BAnalyst%26start%3D0%26l%3DLos%2BAngeles%2BCA&mtk=1gj86s47an7ov800&from=serp,FanDuel,"Hybrid remote in Los Angeles, CA 90045", 30+ days ago,Estimated $104K - $131K a year
Security Analyst,https://indeed.com/rc/clk?jk=8b6e584b3bb12fe4&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DInformation%2BSecurity%2BAnalyst%26start%3D0%26l%3DLos%2BAngeles%2BCA&mtk=1gj86s47an7ov800&from=serp,X2Logics,"Los Angeles, CA 90033", 30+ days ago,
Industrial Security Analyst,https://indeed.com/rc/clk?jk=293fc9ed26407514&mtk=1gj86s47an7ov800&from=serp,Northrop Grumman,"Redondo Beach, CA 90278+1 location", 30+ days ago,
Cyber Risk Analyst - Mergers & Acquisitions,https://indeed.com/rc/clk?jk=3e27d4ae1ea2b52f&mtk=1gj86s47an7ov800&from=serp,Live Nation,"Remote in Los Angeles, CA", 14 days ago,
Cyber Security Analyst,https://indeed.com/rc/clk?jk=3f8381814e3ffc51&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DInformation%2BSecurity%2BAnalyst%26start%3D0%26l%3DLos%2BAngeles%2BCA&mtk=1gj86s47an7ov800&from=serp,Crimson Midstream,"Long Beach, CA 90806", 3 days ago,
Sr Business Systems Analyst (Global Security),https://indeed.com/rc/clk?jk=737822bb8580e84a&mtk=1gj86s47an7ov800&from=serp,The Walt Disney Company (Corporate),"Glendale, CA", 30+ days ago,Estimated $123K - $155K a year
Information Security Analyst,https://indeed.com/rc/clk?jk=7f7309897e73621a&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DInformation%2BSecurity%2BAnalyst%26start%3D0%26l%3DLos%2BAngeles%2BCA&mtk=1gj86s47an7ov800&from=serp,Cast & Crew,"Burbank, CA", 24 days ago,Estimated $91.4K - $116K a year
Sr. IT Security Risk Analyst (Hybrid Remote),https://indeed.com/rc/clk?jk=fa8ac625033f49fc&mtk=1gj86s47an7ov800&from=serp,UCLA Health,"Hybrid remote in Los Angeles, CA 90095", 13 days ago,Estimated $148K - $187K a year
Access Security Administration Analyst I,https://indeed.com/rc/clk?jk=d85e01c68c9a6414&mtk=1gj86s47an7ov800&from=serp,Cathay Bank,"Rosemead, CA 91770", 1 day ago,Estimated $54.4K - $68.8K a year
Cybersecurity Network Analyst,https://indeed.com/rc/clk?jk=a173bab1624b66e8&mtk=1gj86s47an7ov800&from=serp,"California State University, Los Angeles","Los Angeles, CA 90032", 30+ days ago,
CYBERSECURITY NETWORK ANALYST,https://indeed.com/rc/clk?jk=8bc1da5ff2301a6c&mtk=1gj86s47an7ov800&from=serp,California State University,"Los Angeles, CA 90032", 30+ days ago,
"Investigative Analyst, Cyber Security Incident Response",https://indeed.com/rc/clk?jk=55de3ca84de7aa8c&mtk=1gj86s47an7ov800&from=serp,Live Nation,"West Hollywood, CA 90069+1 location", 8 days ago,
Cyber Information Systems Security Analyst,https://indeed.com/rc/clk?jk=bbaeb12e7c27bf35&mtk=1gj86s47an7ov800&from=serp,Northrop Grumman,"Manhattan Beach, CA 90266+4 locations", 30+ days ago,
SAP SD Consultant,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0CjFA1lmdy0wJ1Qe9I-InJ7XKY3GJWrv4Ih_xPgAckHyl8kzJ1xqjfUOGHzUbWqZoa5UiXzfEprsy4unFgZ9ALrcuwpnUwFp_0Xm6Zw0PE35JhuT9s5vrj2Cccox003zIM_MoFGKamC7_e7SRJzr2v7NdbVE-CwNN2HfO1uU3j3bWecl3e0HyZWP5UXi2tT0lD9KOnlCb_K85kOBQ7xnblb-0u2KtuntF6IpW3qne1nAoLQ8Xnogu6bD_1moRXHV3hOPR_O7YKeC8stYc18kGc9TTsRgHn_a-XIz8LqEic8GqYBv3ULOBzKJeh8FKHsiDQb_YTaeOHV4uUe8tU7Y0T2g9er0HtIj40O4wf2knD6b67cbJgoC5csqWxhOi3-4Ry1pp9sHstGEQ7-qBle8K3qVtMwtliKXf0AxuqkjLRDhd0lhhktyyFJwKGDlohhYnEXuKRs8CbXgGYhPgHWkKVGrknjnpwQynS2YYewQEW7A_LRoY6bvzzAdGgrdowPv3GtlxbrIm5dcIILQ90dCNzg6eWyH6jREU06SmSyLW-xf2GssaLklf0Vdar-C3ymfp8%3D%26xkcb%3DSoDO-_M3WoF_e8RezZ0LbzkdCdPP%26p%3D0%26atk%3D1gj86s4trkon5800%26prevUrl%3Dhttps%253A%252F%252Fwww.indeed.com%252Fm%252Fjobs%253Fq%253DComputer%252BSystems%252BAnalyst%2526start%253D0%2526l%253DLos%252BAngeles%252BCA%26prforceGroups%3D%26from%3Dserp&mclk=jk%3Db0d15962061d3230%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DComputer+Systems+Analyst%26mobtk%3D1gj86s4tckon5801%26atk%3D1gj86s4trkon5800%26spon%3D1%26where%3DLos+Angeles+CA%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,"Tentek, Inc.","Torrance, CA", 17 days ago,
AWS Enterprise Systems Analyst,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0DKYEYS6AaSgPeXyWAkdM8_YPNZv0Ej8KjQCXpwSuT3KKkkWlUbsEXlzgZYSkPeUCnNj-L0zHkgmCoRdpwNj9QFcsTs7tFaHFMWdIiHqHnRTFx1mQ3n4p29kdhhJ3xa7xHTMS1m-zSpJuJg7xN0MZIsubXIC-aIpWudXVvtxAZ4X0l2TD624WonSpffaAF6ABLyaDchDIUzRY6_zcuey4A2UeFbGDUCaUhQKvuaNCMN5jDtgIhQJk2qR281RV24kDhaCto4xSR0vN85YIMATBw1y0KHu5eQNmJW3SEtjRsvYKYVfw42SNLH6udUYkmb09um537bqE6vdt4nwK9608fStD1yxJE-_l9d-CXfdO49jdlsp94RWspzpDo1AcNIhdEZJLf7F1ZHpVXFMIqh76Lm9u0U44sCQwNyzyX9A-RIKdY-lEszi-y_jD6d9DKEMb-o1UuESW9lIzC4AS-SANlYKLDG8pAVyk4cfggkfiPOdS6GA0uCvF_oVCNjjAS69zeWOPFw_Qx5ZDILDlWZZqRT7BWUNAxe_OSHfHc62kCchoWJMW-ZMgJ0Yt_ItbmdJ5GInLQKq5cm6K16nRjwBOCTCFkJCUcW9VWcX2giF5A2Xj6y-OOYIgiu3ZiPjjuRyj-u2dhu9cg0DiQKDyt14Xb-%26xkcb%3DSoB6-_M3WoF_e8RezZ0KbzkdCdPP%26p%3D1%26atk%3D1gj86s4trkon5800%26prevUrl%3Dhttps%253A%252F%252Fwww.indeed.com%252Fm%252Fjobs%253Fq%253DComputer%252BSystems%252BAnalyst%2526start%253D0%2526l%253DLos%252BAngeles%252BCA%26prforceGroups%3D%26from%3Dserp&mclk=jk%3D3ab03d2dedbda1a5%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DComputer+Systems+Analyst%26mobtk%3D1gj86s4tckon5801%26atk%3D1gj86s4trkon5800%26spon%3D1%26where%3DLos+Angeles+CA%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,APR Consulting Inc,"Remote in Pasadena, CA 91109", 22 days ago,
"Analyst, Business Systems",https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0ApTSdequu46JLGpWP6Dv29r4_nb2KdSQxjN7jz4r_Z62HSPCCt_J4YwRYkWgThyUQQ7Qz4gzBrQK_ifzmrBXehaLavIp39FIyQtNSW7T9uNiFgfc7q-Nnp8CZf2oa6fyVjF-FrA0Rcxvn5rZMLRX5VZs8Uxx7TRwTp3VVxSbb1AAK6--u1AtyF8rV0-13CjV2UDNMl_DJ5_XN9AmULZsLUlaVL5W4jq4GH-AN9Cxb1ij7Abj8q8GluToaU3os2_0iTrdYMy_A0WB1_zxZ3OxOLXprnKXcdL5rDXHCKZk6XLudxueEhVCYdbJrkGtDYPtzj42jXSKRUYUgCEkt9qWYSdG7U7HSffJk0i3Kbwan8mr1MCK8C_UCsgBxr2-EfCsQWV0XLg-wnTOXaJjY5jqYa-_RMgTzTZXncjL9LoG5OQXIEMJn2Ffzeg2KVXTKL0_eZYi9uGBGjvwd5EaPcOOa1x6LyXNpOWkUNK9Pg1NJrxHHkHx-f7wKzdIbRYUJdYbNLF7ipE7aUs5aaGGXVQBTzK5kOwkuf0yWSwdG4yfHWx0aJWSNvbQGO%26xkcb%3DSoDn-_M3WoF_e8RezZ0JbzkdCdPP%26p%3D2%26atk%3D1gj86s4trkon5800%26prevUrl%3Dhttps%253A%252F%252Fwww.indeed.com%252Fm%252Fjobs%253Fq%253DComputer%252BSystems%252BAnalyst%2526start%253D0%2526l%253DLos%252BAngeles%252BCA%26prforceGroups%3D%26from%3Dserp&mclk=jk%3Dc9895f644d3584aa%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DComputer+Systems+Analyst%26mobtk%3D1gj86s4tckon5801%26atk%3D1gj86s4trkon5800%26spon%3D1%26where%3DLos+Angeles+CA%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,"REGAL MEDICAL GROUP, INC","Northridge, CA 91325", 3 days ago,
Operating Systems Analyst,https://indeed.com/rc/clk?jk=e8ce0e3a391d6ed8&mtk=1gj86s4tckon5801&from=serp,California State University,"Carson, CA 90747",Today,
IT Business Systems Analyst,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4eoBlI4EFrmor2FYZMP3muM1LgPuUXRmyOv0fWAyOAVfaGtLl06EJnUoF5wRqwQJbfbWE3lqlwCWZVMkF6qVunwIPIz6A_6q3due54kPLAaoPCGjn4l9QzkmZ-0d24ge3gzRhg3AmdA65Yfa0txbFmI3Kif3ryVbTAKdS6chbXDbZumS6WhCE4KKVMTosxO_Xw2-FiVdSE_ur-c-vGj0w-EhS9_hwgTq7pv7n4Wfkd0nzRTw2Ejd6SGwStgW-lV19cozCO48qOyq5aYEC9XvF9H7aC-C9k4u8XDXGPVKa2Q-npdMZnGyARTHbfEcqXAg3PyIf4-lCmHRcxopZ3_Imw7jEnUJ3-0OiiGbSCtMBLfEKGKKNFJHU8Czo4YSfM6DmiUzxAN-AmZOKo8x6WbdENsOplRQbhMZZ6u_KA8UKCcDb_rNdYbZvlUaQ2qAG5gvkUDfCZNJ-eMgUkDviaUHc1hyg5ow2cH8c-wz5wEGQLicqOjxrRWI6lf9iRhVsvgPiPkkDl-NF6NsrqJyIX7iqhpUQ9jgFSUruAN3Ntjup40Ki76faIrdMxrpuNptAOKqts_P5iheyvQGDcdHOvEx3nIA1wIH8X45vgMSK5-xJMlBJmG2JpMYxMeI_JnWpDEH9gjVpOViKHDMUmgzI9GJosNBRZPKNZkI0ULIPLCaHbngMbO4DGbRVhwMsidKvHZeetxFnx3PfF8Fa4U3w3xEhL0vNUlxp8UzMhGfuyNzBP3irjZ00VVikMfy_fDPdtwouuvPidbG_uXNB0t4lQdgrEoaBhhylPGTIjb9aWzWcuEfZDGSzy46wWMdHoIuc-qdQVf_iZP1OobBZShxuJFGEG9kFe15DPG9J2HYmRPfRveNd6lN_mywbM1G4vvo2A2BkzpfQyH1vTGf9StmtVaJ873DqZeYE0Mm0tu-9GjEhAwO5h5d9QyDmkRXluVLAtjX7xb50SgK-2dXA6wB75zSM1Xsl4LwoDfPmHKKTwy_K9cH1rb1mrO_0jxg61Rc8Pt4E_P28E06XxaqLwjOZSfmCwVcgmxjxrH-iNC3-LCsYZXtAywTFcQfmVgo%3D%26xkcb%3DSoA_-_M3WoF_e8xezZ0KbzkdCdPP%26p%3D4%26atk%3D1gj86s4trkon5800%26prevUrl%3Dhttps%253A%252F%252Fwww.indeed.com%252Fm%252Fjobs%253Fq%253DComputer%252BSystems%252BAnalyst%2526start%253D0%2526l%253DLos%252BAngeles%252BCA%26prforceGroups%3D%26from%3Dserp&mclk=jk%3D0c19848ae85f6667%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DComputer+Systems+Analyst%26mobtk%3D1gj86s4tckon5801%26atk%3D1gj86s4trkon5800%26spon%3D1%26where%3DLos+Angeles+CA%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,CyberCoders,"Pasadena, CA 91109",Just posted,
Senior Systems Analyst,https://indeed.com/rc/clk?jk=30b6910966a017dd&mtk=1gj86s4tckon5801&from=serp,SDK Software,"Los Angeles, CA", 21 days ago,
ERP System Analyst,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0Dw5YS5k2p9urruc14icYN1MKKvJIN3Kd2XbyQRMSdz9Vq1-T5-D1XBB-q01Mz6jPjMH59HoAvFwqZALqj32rBI9G4iP0RAWd2YiyjOaqebZHAuUztJeLHWzuViU11ck_j-iJW2Ii8nbfu8S1szKfjL7FGpn1gFTT3fx1rRzN6OqMPvCvPlkSocQcNBOmcQ2YrUy0gjNw2e_upc7cGzwKtTv56HMSRZiKDyr5XV2YZ7S26X38iYNfsIrBSi5_8shWtjXgp8zknVKuXWIuw5BKmYNr86eGYc3cytwB-pWtKQf_dgPyPruf_8G44t2xT-FWnItjgqFAhvyKuJIIac90gLU-fbXVEKf9y_cSgw7yPLV9roAkIcrD63lrXBwM1XVZ3yCuH3eqHrOYuodRFQAOL6v1KJzRf_YnUgK49CRP8qE6Jyn2bbCMywGH5XS8yApyjzBgdV-c5swJJbce6i1ddTZbj7qsLrovKi8EIhjL9IzpAYmWXnaSBoKPDZx9W5hs9Fdncko_jXjMTdtDqbP19KKcfhPqszwQ9H-uv651cj6-FNyrsmz7UXOfSdA-oZ3ZA81oq-Eg7hItKEnq-rL3TxYIbrmDqbjR9DhW1ai5N6v_Qo97k0eLdSTE9dBzmVg-rToiSWdkmwvsWaAUnuxk7h7cZNC2pHx-gf--1r0uI-1Q%3D%3D%26xkcb%3DSoCY-_M3WoF_e8xezZ0PbzkdCdPP%26p%3D6%26atk%3D1gj86s4trkon5800%26prevUrl%3Dhttps%253A%252F%252Fwww.indeed.com%252Fm%252Fjobs%253Fq%253DComputer%252BSystems%252BAnalyst%2526start%253D0%2526l%253DLos%252BAngeles%252BCA%26prforceGroups%3D%26from%3Dserp&mclk=jk%3D66281cecb20324fc%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DComputer+Systems+Analyst%26mobtk%3D1gj86s4tckon5801%26atk%3D1gj86s4trkon5800%26spon%3D1%26where%3DLos+Angeles+CA%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,Volt Workforce Solutions,"Cypress, CA",Today,
"Information Systems Analyst 2, Immunogenetics Center",https://indeed.com/rc/clk?jk=bf0f7848aa54012e&mtk=1gj86s4tckon5801&from=serp,UCLA Health,"Los Angeles, CA 90095", 30+ days ago,Estimated $79.5K - $101K a year
"Analyst, Payroll Systems",https://indeed.com/rc/clk?jk=ff50e7b636104340&mtk=1gj86s4tckon5801&from=serp,"Sony Pictures Entertainment, Inc.","Culver City, CA",Today,Estimated $53.6K - $67.8K a year
Computer Systems Analyst,https://indeed.com/rc/clk?jk=3140294ccdc55183&mtk=1gj86s4tckon5801&from=serp,V-Soft Solutions,"Cerritos, CA 90703", 30+ days ago,
SENIOR COMPUTER SYSTEMS ANALYST,https://indeed.com/rc/clk?jk=bc3dbf3f10e7952e&mtk=1gj86s4tckon5801&from=serp,DNTG Software,"Cerritos, CA 90703", 30+ days ago,Estimated $92.3K - $117K a year
Systems Analyst,https://indeed.com/rc/clk?jk=93964a7137831287&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DComputer%2BSystems%2BAnalyst%26start%3D0%26l%3DLos%2BAngeles%2BCA&mtk=1gj86s4tckon5801&from=serp,Monrovia Unified School District,"Monrovia, CA 91016", 30+ days ago,
Onsite Swing Shift Junior Systems Analyst,https://indeed.com/rc/clk?jk=a0bf700feb6b119a&mtk=1gj86s4tckon5801&from=serp,Blur,"Culver City, CA 90232", 16 days ago,Estimated $49.1K - $62.2K a year
IT Business Systems Analyst,https://indeed.com/rc/clk?jk=b136d029464f4496&mtk=1gj86s4tckon5801&from=serp,Tutor Perini Corporation,"Sylmar, CA",Just posted,Estimated $67.8K - $85.9K a year
System Analyst,https://indeed.com/rc/clk?jk=6f14410cdad6d0d9&mtk=1gj86s4tckon5801&from=serp,V15P1TALONNN,"Los Angeles, CA 90049", 9 days ago,Estimated $78.8K - $99.8K a year
"IT Analyst, Laboratory Systems - Clinical Laboratory",https://indeed.com/rc/clk?jk=0d4b2284ea96c0df&mtk=1gj86s4tckon5801&from=serp,Keck Medical Center of USC,"Los Angeles, CA 90015", 30+ days ago,
Operating Systems Analyst (Operating Systems Analyst - Career),https://indeed.com/rc/clk?jk=7eef83f29fb75fa7&mtk=1gj86s4tckon5801&from=serp,"California State University, Dominguez Hills","Carson, CA 90747", 30+ days ago,
Enterprise Systems Analyst II,https://indeed.com/rc/clk?jk=b26acc68550d933f&mtk=1gj86s4tckon5801&from=serp,JPL/NASA,"Pasadena, CA 91109", 14 days ago,Estimated $85.8K - $109K a year
Associate Systems Engineer Support Analyst,https://indeed.com/rc/clk?jk=6391918f7970423c&mtk=1gj86s4tckon5801&from=serp,BOEING,"El Segundo, CA 90245", 14 days ago,
Associate Configuration Analyst / Configuration Analyst – NG Space Systems,https://indeed.com/rc/clk?jk=86e336330aa25b90&mtk=1gj86s4tckon5801&from=serp,Northrop Grumman,"Redondo Beach, CA 90278", 29 days ago,
